Id,Name,Price,Color,Drive,Engine,Mileage,AccTime
457892, Haval F7x I ,2764330,Белый,Полный,2.0,4176,
457949, Volkswagen Tiguan I Рестайлинг ,1097110,Синий,Передний,1.4,151999,9.6
457978, Volkswagen Tiguan II ,3872660,Белый,Полный,2.0,55977,6.5
400651," Mercedes-Benz E-Класс 2016 – н.в., V (W213, S213, C238) ",2975000,Черный,Задний,2.0,111350,7.7
401964, Audi A3 III (8V) Рестайлинг ,1899000,Белый,Передний,1.4,73900,8.2
408856, Hyundai Elantra VI (AD) Рестайлинг ,2190000,Белый,Передний,1.6,29017,11.6
410364, KIA Optima IV Рестайлинг ,2187000,Черный,Передний,2.0,145896,10.7
415898, Volkswagen Touareg II Рестайлинг ,4550777,Черный,Полный,3.6,74513,8.4
416910, Mitsubishi Outlander III Рестайлинг 2 ,1730000,Черный,Полный,2.0,160000,11.7
417054, Renault Sandero II Рестайлинг ,1379000,Синий,Передний,1.6,48400,13.8
419733, LADA (ВАЗ) Vesta I ,1187654,Синий,Передний,1.6,39080,11.2
457896, Hyundai Palisade I ,4674550,Белый,Полный,2.2,45307,10.5
457977, Skoda Kodiaq I ,2263110,Синий,Полный,1.4,77657,9.7
411070, KIA Mohave I Рестайлинг ,2699000,Черный,Полный,3.0,135000,8.7
415484, Mazda 6 III (GJ) Рестайлинг 2 ,2199000,Черный,Передний,2.0,135000,10.5
422881, Volkswagen Tiguan II ,2200777,Белый,Передний,1.4,94300,9.2
457364, Mazda CX-5 I ,1599000,Белый,Передний,2.0,170433,8.9
457428, Mitsubishi Outlander III Рестайлинг 2 ,1930000,Серый,Передний,2.0,126986,11.1
457463, Renault Arkana I ,2100000,Красный,Передний,1.3,31417,10.2
457783, Mitsubishi Outlander III Рестайлинг 3 ,2084330,Коричневый,Полный,2.0,65270,12.0
461637, Volkswagen Tiguan II ,3149444,Белый,Передний,1.4,41579,9.2
463406, BMW X3 I (E83) Рестайлинг ,1012112,Красный,Полный,3.0,205820,7.5
423347, Volkswagen Tiguan II ,2700777,Коричневый,Передний,1.4,36168,9.2
434660, Volkswagen Tiguan II ,3139000,Черный,Полный,2.0,64000,8.2
439988, KIA Rio III Рестайлинг ,1159000,Серый,Передний,1.6,104442,10.3
445028, Ford Kuga II Рестайлинг ,1749000,Серый,Передний,2.5,132302,10.7
457230, Toyota Corolla XII (E210) ,2249000,Белый,Передний,1.6,67010,10.8
457339, Mazda CX-5 II ,2445000,Серый,Полный,2.0,89256,10.6
457587, Mazda CX-5 I Рестайлинг ,2100000,Серый,Передний,2.0,83921,8.9
457887, Hyundai Sonata VIII (DN8) ,2793550,Черный,Передний,2.5,16536,9.2
457990, Volkswagen Golf VIII ,3609550,Серый,Передний,1.5,687,8.5
460513, KIA Sorento I Рестайлинг ,3124550,Серый,Задний,2.5,143933,
373935, Subaru XV II ,3099000,Черный,Полный,2.0,21200,10.6
414859, Ford EcoSport I ,1380000,Оранжевый,Передний,1.6,69000,12.5
417268, Land Rover Range Rover IV ,3799000,Черный,Полный,5.0,152000,5.8
420060, Ford Explorer V Рестайлинг 2 ,3090000,Серый,Полный,2.3,128933,7.4
416977, Ford Flex I Рестайлинг ,3400000,Белый,Передний,3.5,92246,7.4
419732, Renault Logan II Рестайлинг ,849789,Белый,Передний,1.6,42734,13.9
421688, Land Rover Range Rover Evoque II ,3519000,Серебряный,Полный,2.0,90000,8.5
422389, Audi Q3 I (8U) Рестайлинг ,1899000,Серый,Передний,1.4,75000,8.9
422840, BMW X6 I (E71) Рестайлинг ,13490000,Синий,Полный,3.0,40,6.5
425378, Ford Explorer VI ,5247000,Зеленый,Полный,2.3,10674,
430530, Audi Q5 I (8R) ,1239789,Синий,Полный,2.0,206057,7.2
457240," Mercedes-Benz GLA 2013 – 2017, I (X156) ",2348770,Зеленый,Передний,1.6,102940,8.8
457253, Nissan Qashqai II ,2035770,Серый,Передний,2.0,24985,10.1
457457, KIA Optima IV ,1905000,Белый,Передний,2.4,122315,9.1
457680, Toyota Corolla XII (E210) ,1899000,Белый,Передний,1.6,59935,10.8
457684, Subaru Forester IV Рестайлинг 2 ,2395000,Бежевый,Полный,2.0,80637,11.8
457771, Haval F7x I ,2667330,Белый,Полный,2.0,6600,
457842, Haval H9 I Рестайлинг ,2799000,Черный,Полный,2.0,100368,12.4
457872, Hyundai Kona I ,1781550,Белый,Передний,1.6,27072,7.7
457956, Volkswagen Multivan T6 ,4084550,Черный,Передний,2.0,101200,9.1
457979, Volkswagen Passat B8 ,1503110,Коричневый,Передний,1.4,166059,9.7
462155, Nissan Qashqai I Рестайлинг ,1108112,Коричневый,Передний,1.6,115427,13.0
400219, Audi A6 V (C8) ,3790000,Серый,Полный,2.0,122590,6.0
401375, Volkswagen Touareg III ,3999000,Бежевый,Полный,3.0,171000,6.8
409083, Volkswagen Tiguan II ,2898200,Бежевый,Полный,1.4,45365,9.2
411317, Volkswagen Amarok I Рестайлинг ,3730777,Белый,Полный,2.0,67022,10.9
416347, Volvo XC90 II Рестайлинг ,6399000,Черный,Полный,2.0,20494,7.9
416938, Volkswagen Touareg III ,9069000,Черный,Полный,3.0,24800,6.8
417803, Lexus NX I Рестайлинг ,3049000,Черный,Полный,2.0,56300,12.3
457864, Geely Atlas I ,1566330,Черный,Передний,2.4,68054,
376117," Mercedes-Benz GLE Coupe 2015 – 2019, I (C292) ",4680000,Черный,Полный,3.0,121294,7.0
423831, Peugeot 408 I ,848000,Черный,Передний,1.6,100000,13.8
424642, Citroen C3 Aircross  ,1499000,Белый,Передний,1.2,25040,10.6
431387, BMW X6 II (F16) ,4749000,Белый,Полный,3.0,71329,6.7
432695, KIA Ceed III ,2189789,Серебристый,Передний,1.4,50751,9.2
457221, Ford Kuga II Рестайлинг ,1609880,Серебряный,Передний,2.5,91191,10.7
457309, Toyota C-HR I ,2275000,Серебряный,Передний,1.2,42752,11.1
457357, Opel Astra J Рестайлинг ,1039000,Белый,Передний,1.4,126399,10.3
457430, Renault Kaptur I ,1849000,Черный,Полный,2.0,34478,11.2
457468, Infiniti QX70  ,2365000,Черный,Полный,3.0,113683,8.3
457784, Mitsubishi Eclipse Cross  ,1890330,Черный,Полный,1.5,150838,11.4
457926, Skoda Yeti I Рестайлинг ,1197550,Коричневый,Полный,1.8,247045,9.0
457964, Volkswagen Touareg II Рестайлинг ,2849550,Черный,Полный,3.0,189918,8.5
461695, Mazda 6 III (GJ) ,1453110,Черный,Передний,2.0,157747,10.5
83279, LADA (ВАЗ) XRAY I ,989000,Коричневый,Передний,1.6,106000,11.4
403053, Toyota Vios III ,2089000,Серый,Передний,1.5,407,12.0
410451, Audi A3 III (8V) ,1380000,Белый,Передний,1.4,137939,9.3
410696, LADA (ВАЗ) Granta I Рестайлинг ,999123,Белый,Передний,1.6,5,11.6
419256, Toyota Camry VII (XV50) ,2130000,Серебристый,Передний,2.5,119975,9.0
420855, Lexus RX IV Рестайлинг ,5200000,Красный,Полный,2.0,40900,9.5
433318, KIA Sportage III ,1640000,Черный,Полный,2.0,93452,11.2
457250, Toyota Camry VII (XV50) ,1413110,Черный,Передний,2.5,255982,9.0
457401, Toyota RAV4 IV (CA40) ,1970000,Черный,Передний,2.0,153122,11.1
415577, KIA Stinger I ,2725000,Белый,Полный,2.0,53100,8.0
417380, Hyundai Solaris II ,1499000,Серый,Передний,1.6,64099,11.2
429833, BMW X5 IV (G05) ,7870000,Черный,Полный,3.0,90000,6.5
432697, Citroen C5 II ,700000,Красный,Передний,2.0,187329,11.7
432699, Chevrolet Lacetti  ,499789,Синий,Передний,1.4,155507,11.6
457381, KIA Seltos I ,2155000,Желтый,Полный,2.0,120117,10.4
457527, Suzuki Jimny III Рестайлинг 2 ,1830000,Серый,Задний,1.3,61568,17.2
457538, Infiniti FX II (S51) Рестайлинг ,1969000,Черный,Полный,3.0,163000,8.3
457542, Audi Q5 I (8R) Рестайлинг ,2075000,Коричневый,Полный,2.0,145817,7.1
457831, Geely Atlas I ,1745330,Белый,Передний,2.4,128746,
457862, Hyundai Palisade I ,3609550,Серый,Полный,2.2,86454,10.5
457889, Hyundai Grandeur IV Рестайлинг ,2669550,Синий,Передний,2.7,70789,
457927, Volkswagen Polo V Рестайлинг ,1035110,Синий,Передний,1.6,107437,11.7
141515, Audi A6 IV (C7) Рестайлинг ,4990000,Серый,Полный,3.0,43919,5.1
207860, Toyota Avensis II Рестайлинг ,820000,Серебряный,Передний,1.8,172271,10.3
387792, Audi Q7 II (4M) Рестайлинг ,13370000,Черный,Полный,3.0,75,6.3
425384, Skoda Kodiaq I ,2450000,Серый,Передний,1.4,94924,9.4
426207, Volkswagen Tiguan II ,2790777,Белый,Полный,2.0,77608,9.3
430205, DongFeng 580 I ,1649000,Белый,Передний,1.8,22530,
433601, BMW X4 II (G02) ,4810000,Синий,Полный,3.0,32000,5.8
443701, Geely Atlas I ,2249000,Серый,Полный,2.4,20131,13.1
456480, Mazda CX-5 I Рестайлинг ,2135000,Черный,Передний,2.0,144112,8.9
457220," Mercedes-Benz GLA 2013 – 2017, I (X156) ",1906770,Коричневый,Передний,2.0,129659,7.2
457378, Volvo XC60 I Рестайлинг ,2529000,Серый,Передний,2.0,147352,8.5
457418, Opel Zafira C Рестайлинг ,1320000,Белый,Передний,2.0,110315,12.2
412934, Volvo S60 II ,949000,Синий,Передний,1.6,180000,9.0
420012, MINI Countryman II ,2499000,Серый,Передний,1.5,55800,9.7
435357, BMW X5 II (E70) Рестайлинг ,13770000,Черный,Полный,3.0,45,6.6
441188," Toyota Corolla XI (E160, E170) ",1099000,Черный,Передний,1.3,147719,
448215, Nissan X-Trail III ,2539000,Серый,Полный,2.5,88000,10.5
457236, KIA Rio IV ,2025000,Коричневый,Передний,1.6,14685,11.6
457289, Volvo XC60 I Рестайлинг ,2535000,Серый,Передний,2.0,160470,8.5
457380, KIA Seltos I ,2870000,Серый,Передний,1.6,8547,12.3
457516, Chevrolet Tahoe IV ,3859000,Белый,Полный,6.2,145176,6.8
457528, KIA Ceed III ,2249000,Серый,Передний,1.6,16716,11.8
457655, KIA Carnival III ,2980000,Белый,Передний,2.2,62504,13.6
457733, Peugeot 2008 II ,2199000,Оранжевый,Передний,1.2,15201,9.1
457747, Infiniti Q50 I ,2020000,Серый,Задний,2.0,151660,7.3
457756, Haval F7 i ,2036330,Серый,Передний,1.5,42481,11.0
457801, Mitsubishi Outlander III Рестайлинг 2 ,1891330,Серебряный,Передний,2.0,119426,11.1
457994, Chery Tiggo 4 I Рестайлинг ,2199900,Белый,Передний,2.0,100,
459925, Renault Duster  I Рестайлинг ,1341110,Белый,Полный,1.5,122111,13.2
462601, LADA (ВАЗ) XRAY I ,1056112,Оранжевый,Передний,1.8,91820,10.9
412149," Mercedes-Benz GLE Coupe 2019 – н.в., II (C167) ",14100000,Черный,Полный,2.9,42,6.6
415199, Audi A7 II (4K) ,6570000,Серый,Полный,3.0,55327,5.3
419106, Renault Duster  I ,1320000,Красный,Полный,2.0,62700,11.7
422597, Mazda CX-5 I ,3150000,Синий,Передний,2.5,49800,7.9
423297, Volkswagen Multivan T6 ,8960000,Черный,Полный,2.0,17550,10.1
424969, Volkswagen Polo V Рестайлинг ,1369000,Черный,Передний,1.4,65000,9.0
424997, Lexus RX IV Рестайлинг ,5310000,Черный,Полный,2.0,57966,9.5
457548, Suzuki Vitara II ,1125000,Серый,Полный,1.6,218455,12.0
457597, Audi A3 III (8V) Рестайлинг ,1845000,Белый,Передний,1.4,195593,8.2
457993, Chery Tiggo 4 I Рестайлинг ,2199900,Черный,Передний,1.5,100,
459508, Skoda Octavia III ,1250110,Серый,Передний,1.8,190366,7.4
463819, Ford Kuga II ,1113112,Белый,Полный,1.6,189272,10.7
464030, Volkswagen Amarok I ,1139112,Черный,Задний,2.0,190907,13.5
238446, KIA K5 I ,2797000,Синий,Передний,2.4,64611,9.5
400446, BMW X4 II (G02) ,5380000,Серый,Полный,2.0,43335,8.0
409139, Nissan Murano II (Z51) Рестайлинг 2 ,3775000,Бежевый,Полный,3.5,119500,8.0
413795, Skoda Rapid I Рестайлинг ,1329000,Белый,Передний,1.6,59000,11.6
417227, Audi Q5 II (FY) ,5775000,Серый,Полный,2.0,10445,6.3
419998, Volvo XC90 II ,5499000,Черный,Полный,2.0,60950,7.8
441141, Vortex Tingo I ,350000,Черный,Передний,1.8,240000,12.5
454686, Nissan X-Trail III ,1909000,Зеленый,Полный,2.0,137437,12.1
457566, Honda Freed I ,1179000,Черный,Передний,1.5,158282,12.3
461682, Hyundai Creta I ,1394110,Черный,Передний,1.6,88588,12.1
184454, BMW X3 III (G01) ,3589789,Черный,Полный,2.0,131647,8.3
369701," Mercedes-Benz S-Класс VI (W222, C217) Рестайлинг ",17050000,Черный,Полный,2.9,10478,5.2
410140, KIA Sportage IV Рестайлинг ,2949000,Белый,Полный,2.4,58000,9.6
413285, Skoda Kodiaq I ,2299000,Коричневый,Полный,1.4,81983,9.7
413818," Mercedes-Benz GLE Coupe 2015 – 2019, I (C292) ",15600000,Черный,Полный,3.0,50,7.0
416974, Land Rover Range Rover Sport II Рестайлинг ,7929789,Белый,Полный,3.0,77123,7.6
417792, KIA Ceed I Рестайлинг ,679000,Серый,Передний,1.6,181700,10.8
419472, Volkswagen Polo VI ,1295000,Белый,Передний,1.0,178923,9.5
434138, Mitsubishi ASX I Рестайлинг 2 ,3250000,Серебристый,Полный,2.0,22,11.7
457868, Hyundai i30 I Рестайлинг ,2100000,Серый,Передний,1.6,65,12.1
130984, Renault Sandero II ,900000,Серебристый,Передний,1.6,131879,12.6
349578, Ford Focus III ,680000,Коричневый,Передний,1.6,183750,11.7
403233, KIA Sportage IV Рестайлинг ,2220000,Оранжевый,Передний,2.0,85497,11.1
417603, BMW X6 II (F16) ,4799000,Черный,Полный,3.0,155000,5.2
417805, Land Rover Range Rover IV ,4149000,Белый,Полный,3.0,133758,7.9
441503, Audi SQ5 I (8R) ,3099000,Черный,Полный,3.0,160000,5.4
442338, KIA Optima IV Рестайлинг ,2149000,Черный,Передний,2.4,141215,9.1
442728, Toyota Land Cruiser Prado 150 Series Рестайлинг 2 ,5099000,Черный,Полный,2.7,33617,12.5
457281, Nissan Qashqai II Рестайлинг ,2599000,Черный,Передний,2.0,18343,10.1
457336, KIA Rio IV ,1996000,Серебряный,Передний,1.6,30263,11.6
457470, Toyota Hilux VII Рестайлинг ,2210000,Серый,Задний,3.0,264705,12.0
457485, Honda Accord VIII Рестайлинг ,1230000,Синий,Передний,2.4,297774,9.7
457561, Volvo V40 Cross Country I ,1259000,Красный,Передний,1.6,244824,12.1
457592, Nissan X-Trail III ,2465000,Черный,Передний,2.0,77140,11.7
457693, Toyota RAV4 IV (CA40) Рестайлинг ,2665000,Черный,Передний,2.0,97870,11.1
457710, Nissan X-Trail III ,2540000,Серебряный,Полный,2.5,58845,10.5
457818, Hyundai Sonata VII (LF) Рестайлинг ,1965000,Белый,Передний,2.0,96000,11.1
457835, Hyundai Elantra VI (AD) Рестайлинг ,2255000,Серый,Передний,1.6,29470,11.6
457918, Skoda Kodiaq I ,2926550,Серебряный,Полный,2.0,62698,7.8
460657, Volvo XC70 II Рестайлинг ,1535880,Черный,Передний,2.0,265591,8.8
460828, Chevrolet Captiva I Рестайлинг 2 ,1241110,Белый,Передний,2.4,179180,11.0
461411, Renault Kaptur I ,1250110,Серый,Полный,2.0,183000,11.2
461414, Honda CR-V IV ,1965000,Красный,Передний,2.4,196210,
167123, Audi A6 V (C8) ,4190000,Черный,Передний,2.0,72857,6.8
439231, Datsun on-DO I Рестайлинг ,989000,Белый,Передний,1.6,33447,14.4
446702, Geely Atlas I ,2419000,Белый,Передний,2.4,32000,
456031, KIA Optima IV ,1541880,Белый,Передний,2.0,129688,9.6
457290, LADA (ВАЗ) Vesta I ,1125000,Серый,Передний,1.6,46115,11.9
457493," Audi A1 2014 – 2018, I (8X) Рестайлинг ",1309000,Белый,Передний,1.0,87047,9.4
457496, Hyundai i30 II ,1098000,Черный,Передний,1.6,151305,11.9
457497, Chevrolet Captiva I ,1199000,Серебряный,Передний,2.4,151602,12.5
457544, Ford Kuga II ,1190000,Серый,Передний,1.5,123927,9.7
457559, Renault Duster  I Рестайлинг ,1249000,Черный,Полный,2.0,136101,11.5
457614, Genesis G80 I ,2560000,Синий,Полный,2.0,121395,8.6
457632, Volvo XC90 I Рестайлинг ,1849000,Серебряный,Полный,2.5,177044,9.9
457714, KIA Cerato IV ,2025000,Синий,Передний,2.0,54669,9.8
457808, Hyundai Tucson III ,2090000,Белый,Передний,2.0,78371,11.1
457827, Hyundai i30 I Рестайлинг ,2253000,Серый,Передний,1.6,95,12.1
399130, KIA Cerato IV ,1799000,Черный,Передний,2.0,118919,9.8
407678, Audi A5 II (F5) ,3599000,Белый,Передний,2.0,40017,7.3
418547, Volkswagen Multivan T6 ,5625000,Черный,Передний,2.0,30306,13.0
419075, Chevrolet Aveo II ,649000,Синий,Передний,1.6,165000,11.7
419130, Volkswagen Multivan T6 ,6349000,Синий,Полный,2.0,22800,13.5
419171, LADA (ВАЗ) Largus I ,970000,Серый,Передний,1.6,74582,15.4
422696, Suzuki Jimny III Рестайлинг 2 ,1349000,Коричневый,Полный,1.3,78000,17.2
427038, Isuzu D-Max II Рестайлинг ,3849000,Серый,Полный,3.0,67576,
429671, Mazda 3 II (BL) Рестайлинг ,919789,Белый,Передний,1.6,281902,13.1
430723, KIA Rio III Рестайлинг ,1049789,Синий,Передний,1.6,170018,10.3
431467, KIA Sportage III ,1369789,Коричневый,Полный,2.0,164606,11.2
416395, Volkswagen Touareg III ,7390000,Серый,Полный,3.0,50000,7.5
417718, Volkswagen Touareg III ,11900000,Черный,Полный,3.0,95,6.1
417844," Mercedes-Benz C-Класс 2014 – 2018, IV (W205) ",3930000,Синий,Полный,2.0,129441,7.5
422812, LADA (ВАЗ) Largus I ,1348000,Черный,Передний,1.6,69000,13.5
427872, Volkswagen Touareg III ,7449000,Красный,Полный,3.0,60200,6.8
427945, Hyundai Solaris I Рестайлинг ,849789,Серый,Передний,1.4,271642,13.4
430457, Land Rover Freelander II Рестайлинг ,1320000,Черный,Полный,2.2,250000,11.2
430945, Volvo XC90 II ,5350000,Серый,Полный,2.0,65338,7.8
434350, Volkswagen Tiguan II ,3900777,Синий,Полный,2.0,12759,8.2
438964, Subaru Forester IV Рестайлинг ,1890000,Синий,Полный,2.0,93000,11.8
441190, Nissan Almera III (G15) ,840000,Белый,Передний,1.6,162718,12.7
457396, KIA Sportage III ,1180000,Черный,Передний,2.0,182800,10.4
457424, Lifan X60 I Рестайлинг 2 ,875000,Черный,Передний,1.8,72994,14.5
457543, Infiniti Q50 I ,1699000,Белый,Задний,2.0,183448,7.3
457546, Nissan Juke I ,1080000,Черный,Передний,1.6,148364,11.5
457555, KIA Sportage IV Рестайлинг ,2565000,Черный,Передний,2.0,47012,11.1
457574, Audi A3 III (8V) ,1389000,Черный,Передний,1.4,147945,9.3
457627, Opel Grandland X I ,1949000,Серый,Передний,2.0,195361,9.5
457698, Ford Kuga II Рестайлинг ,1880000,Синий,Передний,2.5,80863,10.7
457739, MINI Clubman II ,2550000,Серый,Передний,1.5,45846,9.2
457778, Hyundai Tucson III Рестайлинг ,2849000,Синий,Передний,2.0,44230,11.1
457899, Mitsubishi Outlander III Рестайлинг 2 ,1939330,Серебряный,Передний,2.0,102928,11.1
461684, Mitsubishi Outlander III Рестайлинг 2 ,1780880,Серый,Передний,2.0,135523,11.1
410962," Mercedes-Benz GLA 2013 – 2017, I (X156) ",1599000,Голубой,Передний,1.6,143000,8.8
415583, BMW X1 II (F48) ,2890000,Черный,Полный,2.0,136100,9.3
457308, Toyota Camry A40/A50 ,3245000,Черный,Задний,1.6,94099,
457425, KIA Sportage III Рестайлинг ,1399000,Черный,Полный,2.0,191512,11.3
457454, LADA (ВАЗ) XRAY I ,1079000,Белый,Передний,1.8,31534,12.7
457552, Nissan Qashqai I Рестайлинг ,1135000,Синий,Полный,2.0,143604,11.3
457583, Audi A6 IV (C7) Рестайлинг ,2639000,Белый,Полный,2.0,180016,6.5
457612, Mazda 3 IV (BP) ,1949000,Черный,Передний,1.8,134716,12.1
457670, Nissan Terrano III (D10) ,1299000,Коричневый,Передний,1.6,146657,10.9
457672, Ford Tourneo Connect I Рестайлинг ,2020000,Синий,Передний,1.8,67000,13.2
457700, KIA Cerato II ,2470000,Белый,Передний,2.0,4501,9.8
457722, KIA Cerato IV ,2250000,Синий,Передний,2.0,21285,9.8
457802, Haval F7 i ,1958330,Синий,Передний,2.0,96206,9.0
457838, Hyundai IONIQ  ,1820000,Серый,Передний,,71214,9.9
457843, Mitsubishi Eclipse Cross  ,1835000,Белый,Передний,1.5,123418,10.3
457908, Skoda Kodiaq I ,2622550,Коричневый,Передний,1.4,92821,9.4
68514, LADA (ВАЗ) Largus I ,935000,Серебристый,Передний,1.6,58930,15.4
415892, Renault Arkana I ,1900000,Красный,Передний,1.6,44611,15.2
416358, KIA Sorento II ,1900000,Бежевый,Полный,2.4,147500,11.6
417115, MINI Hatch III (F55/F56) ,2599000,Синий,Передний,2.0,39000,6.1
